ts,ram_used_mb,ram_total_mb,ram_pct,cpu_idle_pct,tcp_estab,uvicorn_fds,oom_events
1779209026,1272,2972,42.8,"id,",44,9,"0
0"
1779209039,1628,2972,54.8,96.8,520,9,"0
0"
1779209051,2092,2972,70.4,,,,
1779209093,,,,,,,
1779209143,,,,,,,
1779209194,,,,,,,
1779209244,,,,,,,
1779209294,,,,,,,
1779209345,,,,,,,
1779209395,,,,,,,
1779209445,,,,,,,
1779209495,,,,,,,
1779209546,,,,,,,
