ts,ram_used_mb,ram_total_mb,ram_pct,cpu_idle_pct
1779188563,2313,2972,77.8,99
1779188574,2278,2972,76.6,67
1779188586,2261,2972,76.1,99
1779188597,2361,2972,79.4,0
1779188608,2384,2972,80.2,29
1779188620,2378,2972,80.0,5
